id,step_number,sort_order,question,label_name,name,field_type,field_choices,hold_status,hold_condition,is_chaining,chaining_condition,chain_question_id,created_at,created_by,updated_at,updated_by,is_verified,states_list,Comment,is_deleted_b,row
1046,,18800,What is the most common reason for patients to seek treatment from you?,Common Treatment Reason,commonTreatmentReason,radio-question,"Addiction 
Healing trauma and emoitional pain
Insomnia
Psychological disorders
Relieving Stress
æSexual disorders
Other, please explain",None,,FALSE,,,6/11/2018,V9.0.91,6/25/2018,V9.0.91,FALSE,,Do we need to know other?,FALSE,162
1047,,18900,"What is the most common age group that you treat?
• Children up to 12 years old
• Teenagers 13 - 17 years old
• Adults 18 - 64 years old
• Seniors 65+ years old",Common Age Group,commonAgeGroup,radio-question,,None,,FALSE,,,6/11/2018,V9.0.91,6/25/2018,V9.0.91,FALSE,,,FALSE,163
1048,99,19000,"Does your business provide any of the following activities or use any of this equipment?
• Administer injections
• Chemical peels with solutions 31% or greater
• Colon hydrotherapy services
• Electrolysis services
• Laser treatment services
• Operate saunas or stream rooms
• Operate tanning beds or booths
• Permanent make up services
• Tattoo services",Activities or Use Of Equipment,activitiesOrUseOfEquipment,radio-question,"Yes
No",KO,Yes,FALSE,,,6/11/2018,V9.0.91,9/21/2018,V9.0.91,FALSE,,Started adding Insurance questions again which was questions number 177-186,TRUE,164
1049,,19100,"Does your business provide insurance placement or advice for any of the following insurance products or services?
• Aviation insurance;
• Health Maintenance Organization (HMO) plans;
• Lawyers liability insurance;
• Mining insurance;
• Multiple Employer Welfare Arrangements (MEWA);
• Variable annuities, mutual funds, stocks, or bonds;
• Variable life insurance; or
• Yacht insurance",Provide Insurance Placement,provideInsurancePlacement,radio-question,"Yes
No",KO,Yes,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,Started adding Insurance questions again which was questions number 177-186,FALSE,165
1050,,19200,"Does your business provide services in the capacity of the following?
• Managing General Agent (MGA);
• Managing General Underwriter (MGU);
• Professional Employer Organization (PEO);
• Program administrator or Third Party Administrator (TPA);
• Reinsurance intermediary;
• Risk Retention Group (RRG); or Wholesale broker
• Wholesale broker",Provided Services,providedServices,radio-question,"Yes
No",KO,Yes,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,166
1051,,19300,Does your business perform an annual account review with each of your clients?,Perform Annual Account Review,performAnnualAccountReview,radio-question,"Always
Sometimes
Never",,"Sometimes ||
Never",FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,167
1052,,19400,What type of insurance placement services does your business provide?,Insurance Placement Services Provided,insurancePlacementServicesProvided,checkbox-question,"Personal Lines
Commercial Lines
Life, Accident, or Health",None,,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,168
1053,,19500,"Do you or any of your subcontractors provide any of the following services or work on any projects involving the
following materials or infrastructure?
• Aerospace consulting or advice
• Amusement rides, pools or playgrounds
• Architecture or engineering advice
• Asbestos, lead, or mold evaluation or abatement
• Bridges, dams, harbors, mines, piers, or tunnels
• Construction management or advice
• Construction, maintenance, repair, renovation, or property preservation services
• Design/build
• Emergency response or clean-up of any hazardous waste
• Environmental consulting or advice
• Financing or Financial auditing
• Foundation, sheeting or retaining wall design
• General contracting
• Hydraulic fracturing, hydrofracturing, or fracking
• Inspections as part of a real estate transaction
• Insurance placement or advice
• Investment or tax advice
• Laboratory testing
• Land acquisition advice
• Land surveying, boundary surveying, or construction staking
• Legal advice
• Mining consulting or advice
• Oil, gas, or petroleum consulting or advice
• Real estate appraisals
• Underground storage tanks or utilities, and/or any other subsurface condition",Materials or Infrastructure Services,materialsOrInfrastructureServices,radio-question,"Yes
No",,,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,FALSE,,,FALSE,169
1054,,19600,"Do you provide replacement cost valuation services?
",Provide Replacement Cost Valuation,provideReplacementCostValuation,radio-question,"Yes
No",,,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,FALSE,,,FALSE,170
1055,,19700,"If ‘Yes,’ above: What is the maximum replacement cost value for any home or building you inspect?",Maximum Replacement Cost,maximumReplacementCost,Text,,chain 1054,,FALSE,,,6/11/2018,V9.0.91,6/19/2018,V9.0.91,FALSE,,,FALSE,171
1057,,19800,Does your business require customer sign-off on deliverables?,Customer Sign-off,customerSignoff,radio-question,"Yes
No",KO,No,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,FALSE,,,FALSE,172
1059,,19900,"Do you subcontract any professional services?
• Yes
• No",Subcontract Professional Services,subcontractProfessionalServices,radio-question,"Yes
No",,,TRUE,,1060,6/11/2018,V9.0.91,9/25/2018,V9.0.91,FALSE,,,FALSE,173
1060,,20000,"If 'Yes', Please explain what professional services you subcontract?",Explain Subcontracted Services,explainSubcontractedServices,Text,,,,FALSE,,,6/11/2018,V9.0.91,6/25/2018,V9.0.91,FALSE,,,FALSE,174
1061,,20100,"Other than any design or project management, do you or any of your subcontractors directly perform any of the
following physical services?
• Carpentry
• Construction or demolition
• Electrical
• Equipment installation or repair
• Flooring
• Lawn or garden maintenance
• Painting
• Plumbing
• Roofing
• Tiling
• Any other physical maintenance/repair services?",Perform Physical Services,performPhysicalServices,radio-question,"Yes
No",,,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,FALSE,,,FALSE,175
1064,,20400,"What type of IT consulting or technology services do you primarily provide?
• Application Service Provider (ASP)
• Custom software programming/development
• Data processing, analysis, and database design
• Domain Name Registration (DNS) Services
• Hosting, facilitating and conducting electronic auctions
• Game developer
• IT consulting and/or IT project management
• Internet content aggregator/web portal
• Internet hosting services
• Internet search engine
• Internet Service Provider (ISP)
• Internet/on-line publisher of content
• Network security design and consulting
• Payment processing services
• Smartphone/mobile phone/tablet application development
• Systems/hardware/network installation, maintenance and support
• Systems/network design, integration and advice
• Technology training
• Third-party software installation, customization, and support
• Value Added Reseller (VAR) of hardware of others
• Website design",Primary Consulting Service Type,primaryConsultingServiceType,radio-question,"Application Service Provider (ASP)
Custom software programming/development
• Data processing, analysis, and database design
• Domain Name Registration (DNS) Services
• Hosting, facilitating and conducting electronic auctions
• Game developer
• IT consulting and/or IT project management
• Internet content aggregator/web portal
• Internet hosting services
• Internet search engine
• Internet Service Provider (ISP)
• Internet/on-line publisher of content
• Network security design and consulting
• Payment processing services
• Smartphone/mobile phone/tablet application development
• Systems/hardware/network installation, maintenance and support
• Systems/network design, integration and advice
• Technology training
• Third-party software installation, customization, and support
• Value Added Reseller (VAR) of hardware of others
Website design",,,FALSE,,,6/11/2018,V9.0.91,,V9.0.91,FALSE,,,FALSE,176
1065,,20500,"Does your business conduct any of the following activities?
• Manufacture, design, or assist in the design of any hardware or components. (This does not apply if your
business is a Value Added Reseller of third-party hardware.)
• Create, support, or work on software that executes securities transactions, makes medical diagnoses, or is
involved in manufacturing or process control.
• Own, host, or run any website that contains any pornographic materials or user generated content.
• Own, or manage a social networking or auction website. (This does not apply to third-party sites where you
offer hosting services only.)
• Operate as a Voice Over IP Service Provider (This does not apply to use of a third –party VOIP service provider
to conduct your own business’s telephone calls.)",Business Activities,businessActivities,radio-question,"Yes
No",,,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,FALSE,,,FALSE,177
1068,,20800,"Dedicated customer support
o Yes
o No",Dedicated Customer Support,dedicatedCustomerSupport,YesNo,"Yes
No",KO,,FALSE,,,6/11/2018,V9.0.91,9/11/2018,V9.0.91,FALSE,,,TRUE,178
1074,,21100,"Do your contracts clearly state the ownership rights, licensing, and use of any materials or intellectual property created for or during an engagement?",Intellectual Property Ownership,intellectualPropertyOwnership,radio-question,"Yes
No
Not applicable",KO,,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,FALSE,,,TRUE,179
1075,,21200,"Do your contracts state that to the best of your knowledge any materials or intellectual property created are original
and do not infringe upon the intellectual property rights of others?",Intellectual Property Original,intellectualPropertyOriginal,radio-question,"Yes
No
Not applicable",KO,,FALSE,,,6/11/2018,V9.0.91,9/21/2018,V9.0.91,FALSE,,,FALSE,180
1078,,21500,"Does your business require customer sign-off on deliverables?
DPL",Customer Sign-off,customerSignoff,radio-question,"Yes
No",KO,No,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,FALSE,,,FALSE,181
1079,,21600,"Does your business conduct any of the following activities?
• Mental health counseling
• Medical counseling (in-patient or out-patient)
• Substance abuse counseling
• Social work
• Family/marriage counseling",Business Activities,businessActivities,radio-question,"Yes
No",KO,,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,FALSE,,,FALSE,182
1081,,21700,"Do you maintain current and valid professional certifications or designations as required or recognized by industry
standards?",Professional Certification Maintained,professionalCertificationMaintained,YesNo,,KO,,FALSE,,,6/11/2018,V9.0.91,9/11/2018,V9.0.91,FALSE,,,TRUE,183
1082,,21800,What type of consulting services does your business primarily provide?,Primary Consulting Service Type,"primaryConsultingServiceType
",radio-question,"General business operations and strategy Yes/KO
Intellectual property Yes/KO
Marketing campaigns (servicing, and support)
Marketing plan development/design, research and advice
Market research
Media planning/buying
Organizational structure 
Product development and testing
Project management",KO,Organizational structure,FALSE,,,6/11/2018,V9.0.91,6/19/2018,V9.0.91,FALSE,,,FALSE,184
1083,,21900,"Does your business provide any of the following services?
• Architecture or engineering advice
• Construction management or advice
• Legal advice
• Law enforcement training
• Lobbying and/or political advice
• Medical advice
* Mergers and acquisitions or business valuations
",Services Provided,servicesProvided,radio-question,"Yes
No",KO,,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,FALSE,,,FALSE,185
1084,,22000,"Does your business conduct any of the following activities?
• Mental health counseling
• Medical counseling (in-patient or out-patient)
• Substance abuse counseling
• Social work
• Family/marriage counseling",Business Activities,businessActivities,radio-question,"Yes
No",KO,,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,FALSE,,,FALSE,186
1085,,22100,"Do you maintain current and valid professional certifications or designations as required or recognized by industry
standards?
",Professional Certification Maintained,professionalCertificationMaintained,YesNo,,KO,,FALSE,,,6/11/2018,V9.0.91,9/11/2018,V9.0.91,FALSE,,,TRUE,187
1086,,22200,What type of consulting services does your business primarily provide? ,Primary Consulting Services,primaryConsultingServices,radio-question,"General business operations and strategy Yes/KO
Intellectual property Yes/KO
Marketing campaigns (servicing, and support)
Marketing plan development/design, research and advice
Market research
Media planning/buying
Organizational structure
Product development and testing
Project managemen",KO,Organizational structure,FALSE,,,6/11/2018,V9.0.91,6/19/2018,V9.0.91,FALSE,,,FALSE,188
1087,,22300,"Does your business provide any of the following services?
• Architecture or engineering advice
• Construction management or advice
• Legal advice
• Law enforcement training
• Lobbying and/or political advice
• Medical advice
• Mergers and acquisitions or business valuations
",Services Provided,servicesProvided,radio-question,"Yes
No",KO,,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,FALSE,,,FALSE,189
1088,,22400,In what industry do the majority of your clients work?,Client Industry,clientIndustry,radio-question,"Agricultural/mining
Aerospace
Construction
Education
Government – Federal
Government – state, local, or foreign
Energy/utilities
Financial institutions
Individual consumers
Medical/healthcare-related
Media/entertainment
Payment processors
Professional service providers (not otherwise listed)
Retail/wholesale trade/consumer products
Technology
Transportation (not including aerospace)",,,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,FALSE,,,TRUE,190
1093,,22900,"Do your contracts clearly state the ownership rights, licensing, and use of any materials or intellectual property created for or during an engagement?",Intellectual Property Ownership,intellectualPropertyOwnership,radio-question,"Yes
No
Not applicable",KO,,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,FALSE,,,TRUE,191
1094,,23000,"Do your contracts state that to the best of your knowledge any materials or intellectual property created are original
and do not infringe upon the intellectual property rights of others?",Intellectual Property Original,intellectualPropertyOriginal,radio-question,"Yes
No
Not applicable",KO,,FALSE,,,6/11/2018,V9.0.91,9/21/2018,V9.0.91,FALSE,,,FALSE,192
1095,,23100,"Do you have a process in place to screen materials for any potential violations of another party’s copyrights,
trademarks or other intellectual property rights?",Intellectual Property Violation Screening,intellectualPropertyViolationScreening,radio-question,"Yes
No
Not applicable",KO,,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,FALSE,,,TRUE,193
1097,,23200,"Do you have a process in place to screen materials for potential libel, slander or advertising injury?",Libel or Slander Screening,libelOrSlanderScreening,radio-question,"Yes
No
Not applicable",KO,,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,FALSE,,,TRUE,194
1099,,23300,Do you perform any of these services?,Services Provided,servicesProvided,radio-question,"Administer or monitor detoxification programs
Operate any residential treatment facilities
Prescribe or dispense herbs or herbal drugs
Prescribe or dispense over the counter or prescription drugs",None,,FALSE,,,6/11/2018,V9.0.91,6/19/2018,V9.0.91,FALSE,,,FALSE,195
1100,,23400,"Do you treat patients using any of the following?
• Physical restraints
• Shock Therapy
• Sexual Therapy",Patient Treatments,patientTreatments,radio-question,"Yes
No",KO,YES,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,FALSE,,,FALSE,196
1101,,23500,"Do you provide patients with counseling on:
• Adoption
• Child Abuse
• Foster Care",Patient Counseling,patientCounseling,radio-question,"Yes
No",KO,YES,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,FALSE,,,FALSE,197
1102,,23600,What is the most common reason for patients to seek treatment from you?,Common Treatment Reason,commonTreatmentReason,radio-question,"Addiction
Healing trauma and emotional pain
Insomnia
Psychological disorders
Relieving Stress
Sexual disorders
Other; please explain",None,??,FALSE,,,6/11/2018,V9.0.91,6/19/2018,V9.0.91,FALSE,,,FALSE,198
1103,,23700,What is the most common age group that you treat?,Common Age Group,commonAgeGroup,radio-question,"Children up to 12 years old
Teenagers 13 - 17 years old
Adults 18 - 64 years old
Seniors 65+ years old",None,,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,FALSE,,,TRUE,199
1104,99,23800,"Does your business provide any of the following activities or use any of this equipment?
• Administer injections
• Chemical peels with solutions 31% or greater
• Colon hydrotherapy services
• Electrolysis services
• Laser treatment services
• Operate saunas or stream rooms
• Operate tanning beds or booths
• Permanent make up services
• Skin tag removal services
• Tattoo services
",Provide Activities or Equipment,provideActivitiesOrEquipment,YesNo,"Yes
No",KO,YES,FALSE,,,6/11/2018,V9.0.91,9/21/2018,V9.0.91,FALSE,,dupe see 68,TRUE,200
1106,,23900,Approximately what percentage of your annual revenue comes from providing educational instruction to students seeking a license in your profession?,Educational Instruction Revenue,educationalInstructionRevenue,radio-question,"None
1%-25%
26%-50%
51% - 75%
76% - 100%",None,,FALSE,,,6/11/2018,V9.0.91,9/11/2018,V9.0.91,FALSE,,,TRUE,201
1109,,24000,Are you a franchisee of a salon or spa franchise?,Salon or Spa Franchise,salonOrSpaFranchise,radio-question,"Yes
No",None,,TRUE,1111,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,FALSE,,,FALSE,202
1111,,24100,"If Yes, Name of Franchisor?",Franchisor,franchisor,Text,,None,,FALSE,,,6/11/2018,V9.0.91,6/19/2018,V9.0.91,FALSE,,,FALSE,203
1112,,24200,Does your business follow and enforce data and privacy rules with respect to Protected Health Information (PHI) as set forth in the Health Insurance Portability and Accountability Act (HIPAA) and other related state and local laws and regulations?,Enforce PHI and HIPAA,enforcePhiAndHipaa,radio-question,"Yes
No",KO,No,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,FALSE,,,FALSE,204
1113,,24300,Do you maintain current and valid professional certifications or designations as required or recognized by industry standards?,Professional Certification Maintained,professionalCertificationMaintained,YesNo,"Yes
No",KO,No,FALSE,,,6/11/2018,V9.0.91,9/11/2018,V9.0.91,FALSE,,,TRUE,205
1114,,24400,Does your business provide any of these additional services?,Additional Services Provided,additionalServicesProveded,checkbox-question,"Barber/hair stylist
Beautician/cosmetologist
Esthetician",None,,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,"If yes, we need to add the endorsement",FALSE,206
1117,99,24700,"Does your business provide any of the following services or use any of this equipment?
• Administer Injections
• Chemical peels with solutions 31% or greater?
• Colon hydrotherapy services
• Electrolysis services
• Laser treatment services
• Operate saunas or stream rooms
• Operate tanning beds or booths
• Permanent make up services
• Skin tag removal services
• Tattoos services
",Provide Services or Equipment,provideServicesOrEquipment,YesNo,"Yes
No",KO,Yes,FALSE,,,6/11/2018,V9.0.91,9/21/2018,V9.0.91,FALSE,,Duplicate see #67,TRUE,207
1118,,24800,Does your business provide any of the following activities?,Provided Activities,providedActivities,radio-question,"Body polishing
Body wraps
Chemical peels with solutions up to 30%
Microdermabrasion",None,,FALSE,,,6/11/2018,V9.0.91,6/25/2018,V9.0.91,FALSE,,,FALSE,208
1119,,24900,Does your business provide any full body massage therapy sessions?,Full Body Massage Therapy,fullBodyMassageTherapy,YesNo,"Yes
No",KO,Yes,FALSE,,,6/11/2018,V9.0.91,9/21/2018,V9.0.91,FALSE,,,TRUE,209
1120,,25000,Approximately what percentage of your annual revenue comes from providing educational instruction to students seeking a license in your profession?,Educational Instruction Revenue,educationalInstructionRevenue,radio-question,"None
1%-25%
26%-50%
51% - 75%
76% - 100%",None,,FALSE,,,6/11/2018,V9.0.91,9/11/2018,V9.0.91,FALSE,,,TRUE,210
1121,,25100,Who are your primary clients?,Primary Clients,primaryClients,radio-question,"Businesses (otherwise not listed)
Financial institutions (e.g.,. banks)
Individuals
Law firms
Mortgage companies, brokers, and/or bankers
Parties involved in real estate transactions
Other; please explain",None,,TRUE,Other; please explain,1266,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,,FALSE,211
1122,,25200,"Does your business ensure that for all transactions, each party whose signature you notarize is identified and in your presence at the time of notarization?",Party Present at Notarization,partyPresentAtNotarization,radio-question,"Yes
No",KO,No,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,Not offering,FALSE,212
1123,,25300,Do you maintain current and valid professional licenses as required or recognized by industry standards?,Professional Certification Maintained,professionalCertificationMaintained,radio-question,"Yes
No",KO,No,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,No offering yet,FALSE,213
1124,,25400,Do you provide any physical therapy?,Provide Physical Therapy,providePhysicalTherapy,radio-question,"Yes
No",KO,Yes,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,,FALSE,214
1125,,25500,What is the most common age group that you treat?,Common Age Group,commonAgeGroup,radio-question,"Children up to 12 years old
Teenagers 13 - 17 years old
Adults 18 - 64 years old
Seniors 65+ years old",None,,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,FALSE,,,TRUE,215
1126,,25600,What is the most common reason for patients to seek treatment from you?,Common Treatment Reason,commonTreatmentReason,radio-question,"Mental health Learning disabilities
Physical disabilities
Other, please explain",None,,TRUE,"Other, please explain",1267,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,,FALSE,216
1127,,25700,"Does your business provide any of the following services?
• Adult daycare
• Childcare or nanny
• Cleaning or janitorial
• Financial or investment advice
• Healthcare or related services
• Moving
• Pet sitting or pet care
• Social work
• Transportation of people or goods",Services Provided,servicesProvided,radio-question,"Yes
No",KO,Yes,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,,FALSE,217
1128,,25800,What is your business’s primary type of client?,Primary Type of Client,primaryTypeOfClient,radio-question,"Elderly person(s)
Non-individual entities or organizations (e.g., businesses)
Non-publicly known individuals/families (not otherwise listed)
Person(s) with disabilities or illness
Publicly known individuals/families (not otherwise listed)
Other; Please explain:",None,,TRUE,Other; Please explain:,1268,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,,FALSE,218
1129,,25900,What is your business’s primary type of client?,Primary Type of Client,primaryTypeOfClient,radio-question,"Elderly person(s)
Non-individual entities or organizations (e.g., businesses)
Non-publicly known individuals/families (not otherwise listed)
Person(s) with disabilities or illness
Publicly known individuals/families (not otherwise listed)
Other; please explain",None,,TRUE,Other; please explain,1269,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,,FALSE,219
1131,,26100,"Do you perform any of these services?
• Prescribe or dispense herbs or herbal drugs
• Prescribe or dispense over the counter or prescription drugs",Services Provided,servicesProvided,radio-question,"Yes
No",KO,Yes,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,,FALSE,220
1132,,26200,Approximately what percentage of your estimated annual revenue comes from selling dietary supplements?,Dietary Supplements Revenue Percentage,dietarySupplementsRevenuePercentage,radio-question,"None
1%-25%
26%-50%
51% - 75%
76% - 100%",KO,"1%-25% 
76% - 100%",FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,"?? Please confirm 1-25 and 76-100 are KO, the others are OK.",FALSE,221
1133,,26300,Providing educational instruction to students seeking a license in your profession is excluded and NOT covered by this policy.,Student License Exclusion,studentLicenseExclusion,radio-question,"I understand and agree the above is excluded by this policy
I disagree with the above being excluded by this policy",KO,I disagree with the above being excluded by this policy,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,,FALSE,222
1136,,26500,Providing any services to a professional athlete is excluded and NOT covered by this policy.,Professional Athlete Exclusion,professionalAthleteExclusion,radio-question,"I understand and agree the above is excluded by this policy
I disagree with the above being excluded by this policy",KO,I disagree with the above being excluded by this policy,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,,FALSE,223
1139,,26700,Who are your primary clients?,Primary Clients,primaryClients,radio-question,"Children up to 12 years old
Teenagers 13 - 17 years old
Adults 18 - 64 years old
Seniors 65+ years old",None,,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,,FALSE,224
1141,,26800,"Do you have procedures in place that protect your photographs, negatives, film, images and other related items from physical damage or harm?",Physical Damage Procedures,physicalDamageProcedures,radio-question,"Yes
No",KO,No,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,,FALSE,225
1143,,26900,"If you maintain a photo stock library with images owned by other photographers, do you have an indemnification agreement from them to indemnify you from claims arising out of the use of their images?",Photo Stock Indemnification Agreements,photoStockIndemnificationAgreements,radio-question,"Yes
No
Don’t maintain such a library, not applicable",KO,No,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,,FALSE,226
1270,,34800,You or your business are properly and currently licensed / certified as per your state’s applicable rules and statutes,Licensed Per State Rules,licensedPerStateRules,radio-question,"I have read and agree
I have read and disagree",None,,TRUE,I have read and disagree,1271,9/25/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,"AK,AL,AZ,AR,CA,CO,CT,DE,FL,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,SC,SD,TN,UT,VT,VA,WA,WV,WI,WY",,FALSE,227
1145,,27000,"If you photograph models, do you obtain a written release from each model appearing in the photographs?",Models Written Release,modelsWrittenRelease,radio-question,"Yes
No
Not applicable",KO,No,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,TRUE,,,FALSE,228
1146,,27100,"Arizona, California, Illinois, and New York ONLY:
You or your business are properly and currently licensed/certified as per your state’s applicable rules and statutes.",Licensed Per State Rules,licensedPerStateRules,radio-question,"I have read and agree.
I have read and disagree.",SoftHold,I have read and disagree.,TRUE,I have read and disagree.,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,FALSE,"AZ,CA,IL,NY",FZ:THIS IS STATE SPECIFIC,FALSE,229
1149,,27200,"Georgia ONLY:
You or your business are currently and properly certified by an order of a court of competent and appropriate jurisdiction of the State of Georgia.",Certified by Georgia Court,certifiedByGeorgiaCourt,radio-question,"I have read and agree.
I have read and disagree.",SoftHold,I have read and disagree.,TRUE,I have read and disagree.,,6/11/2018,V9.0.91,6/25/2018,V9.0.91,FALSE,GA,,FALSE,230
1152,,27300,"Rhode Island ONLY:
You or your business are properly and currently certified by court an order of a court of competent and appropriate jurisdiction of the State of Rhode Island.",Ceritfied By Rhode Island Court,certifiedByRhodeIslandCourt,radio-question,"I have read and agree.
I have read and disagree.",SoftHold,I have read and disagree.,TRUE,I have read and disagree,,6/11/2018,V9.0.91,6/25/2018,V9.0.91,FALSE,RI,,FALSE,231
1153,,27400,"Texas ONLY:
You or your business • are properly and currently certified by order of the Supreme Court of the State of Texas and have successfully completed all required training (as required by Texas statute) prior to certification.",Certified By Texas Supreme Court,certifiedByTexasSupremeCourt,radio-question,"I have read and agree.
I have read and disagree",SoftHold,I have read and disagree,TRUE,I have read and disagree,,6/11/2018,V9.0.91,6/25/2018,V9.0.91,FALSE,TX,,FALSE,232
1155,,27500,"Does your business provide any of the following services?
• Insurance agent/broker
• Property preservation
• Home inspector
• Property developer or builder.
o Yes
o No",Services Provided,servicesProvided,radio-question,,KO,Yes,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,233
1156,,27600,What types of properties do you manage?,Property Types Managed,Property Types Managed,radio-question,"All residential
A mixture of residential and commercial properties
All commercial",None,,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,234
1157,,27700,Do you manage any hotel properties or health care facilities?,Manage Health Care or Hotel Properties,manageHealthCareOrHotelProperties,radio-question,"Yes
No",None,,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,235
1159,,27800,"Do you manage or implement any construction, renovation or reconstruction projects on the properties you manage?
(This does not apply to oversight of routine maintenance.)",Manage Construction on Managed Properties,manageConstructionOnManagedProperties,radio-question,"Yes
No",KO,Yes,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,236
1160,,27900,Do you conduct credit checks on prospective tenants?,Prospective Tenants Credit Check,prospectiveTenantsCreditCheck,radio-question,"Yes
No",None,,TRUE,Yes,1161,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,237
1161,,27950,Do you usually obtain a consent form or advise prospective tenants that their credit will be checked?,Prospective Tenants Credit Check Consent,prospectiveTenantsCreditCheckConsent,radio-question,"Yes
No",KO,No,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,chain from 1160,FALSE,238
1162,,28100,Do you manage any properties where you have more than a 15% ownership interest?,Manage Properties with 15% or More Ownership,managePropertiesWithFifteenPercentOwnership,radio-question,"Yes
No",KO,Yes,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,239
1163,,28200,"Does your business promote media, artists or entertainers on behalf of or for any entertainment, publishing, music, internet or media company?",Promote Media or Artists,promoteMediaOrArtists,radio-question,"Yes
No",KO,Yes,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,TRUE,,,FALSE,240
1164,,28300,"Do your contracts clearly state the ownership rights, licensing, and use of any materials or intellectual property created for or during an engagement?",Intellectual Property Ownership,intellectualPropertyOwnership,radio-question,"Yes
No
Not applicable",KO,No,FALSE,,,6/11/2018,V9.0.91,9/25/2018,V9.0.91,FALSE,,,TRUE,241
1165,,28400,Do your contracts state that to the best of your knowledge any materials or intellectual property created are original and do not infringe upon the intellectual property rights of others?,Intellectual Property Original,intellectualPropertyOriginal,radio-question,"Yes
No
Not applicable",KO,No,FALSE,,,6/11/2018,V9.0.91,9/24/2018,V9.0.91,FALSE,,,TRUE,242
